State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Tamil Nadu,Theni,2011,Rabi       ,maize,4906.0,29845.0
Tamil Nadu,Theni,2011,Whole Year ,banana,5767.0,453756.0
Tamil Nadu,Theni,2011,Whole Year ,coconut,19116.0,364900000.0
Tamil Nadu,Theni,2011,Whole Year ,chickpea,13.0,8.0
Tamil Nadu,Theni,2011,Whole Year ,mungbean,1373.0,841.0
Tamil Nadu,Theni,2011,Whole Year ,tapioca,1049.0,39508.0
Tamil Nadu,Theni,2012,Kharif     ,cotton,1173.0,4789.0
Tamil Nadu,Theni,2012,Kharif     ,maize,9355.0,57910.0
Tamil Nadu,Theni,2012,Kharif     ,mungbean,703.0,186.0
Tamil Nadu,Theni,2012,Kharif     ,rice,10321.0,47635.0
Tamil Nadu,Theni,2013,Kharif     ,cotton,834.0,2455.0
Tamil Nadu,Theni,2013,Kharif     ,maize,5813.0,49848.0
Tamil Nadu,Theni,2013,Kharif     ,mungbean,677.0,381.0
Tamil Nadu,Theni,2013,Kharif     ,rice,12499.0,50813.0
Tamil Nadu,Theni,2013,Rabi       ,cotton,509.0,2329.0
Tamil Nadu,Theni,2013,Rabi       ,maize,4770.0,41162.0
Tamil Nadu,Theni,2013,Rabi       ,mungbean,310.0,250.0
Tamil Nadu,Theni,2013,Whole Year ,banana,5996.0,398454.0
Tamil Nadu,Theni,2013,Whole Year ,coconut,19907.0,276700000.0
Tamil Nadu,Theni,2013,Whole Year ,tapioca,899.0,54123.0
Tamil Nadu,Thiruvallur,1997,Kharif     ,banana,5582.0,115644.0
Tamil Nadu,Thiruvallur,1997,Whole Year ,banana,1121.0,54080.0
Tamil Nadu,Thiruvallur,1997,Whole Year ,mungbean,4516.0,3520.0
Tamil Nadu,Thiruvallur,1997,Whole Year ,rice,111895.0,434770.0
Tamil Nadu,Thiruvallur,1997,Whole Year ,tapioca,115.0,4320.0
Tamil Nadu,Thiruvallur,1998,Kharif     ,mungbean,11801.0,8591.0
Tamil Nadu,Thiruvallur,1998,Kharif     ,rice,140703.0,484861.0
Tamil Nadu,Thiruvallur,1998,Whole Year ,banana,747.0,28674.0
Tamil Nadu,Thiruvallur,1998,Whole Year ,tapioca,31.0,1151.0
Tamil Nadu,Thiruvallur,1999,Kharif     ,mungbean,9682.0,6013.0
Tamil Nadu,Thiruvallur,1999,Kharif     ,rice,125321.0,467581.0
Tamil Nadu,Thiruvallur,1999,Whole Year ,banana,5582.0,115644.0
Tamil Nadu,Thiruvallur,1999,Whole Year ,tapioca,42.0,1490.0
Tamil Nadu,Thiruvallur,2000,Kharif     ,mungbean,7407.0,4200.0
Tamil Nadu,Thiruvallur,2000,Kharif     ,rice,93052.0,359163.0
Tamil Nadu,Thiruvallur,2000,Whole Year ,banana,660.0,13673.0
Tamil Nadu,Thiruvallur,2000,Whole Year ,tapioca,90.0,3194.0
Tamil Nadu,Thiruvallur,2001,Kharif     ,cotton,2.0,1.0
Tamil Nadu,Thiruvallur,2001,Kharif     ,mungbean,6967.0,3660.0
Tamil Nadu,Thiruvallur,2001,Kharif     ,rice,94422.0,321610.0
Tamil Nadu,Thiruvallur,2002,Kharif     ,cotton,4.0,3.0
Tamil Nadu,Thiruvallur,2002,Kharif     ,mungbean,6835.0,3669.0
Tamil Nadu,Thiruvallur,2002,Kharif     ,rice,87758.0,279519.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,banana,917.0,33886.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,coconut,1091.0,8200.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,mango,7506.0,71255.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,pomegranate,5.0,0.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,tapioca,128.0,4043.0
Tamil Nadu,Thiruvallur,2002,Whole Year ,watermelon,222.0,0.0
Tamil Nadu,Thiruvallur,2003,Kharif     ,cotton,15.0,28.0
Tamil Nadu,Thiruvallur,2003,Kharif     ,mungbean,11950.0,7288.0
Tamil Nadu,Thiruvallur,2003,Kharif     ,rice,74942.0,195536.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,banana,629.0,22251.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,coconut,1093.0,6800.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,mango,7319.0,33114.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,papaya,10.0,0.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,pomegranate,4.0,0.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,tapioca,28.0,943.0
Tamil Nadu,Thiruvallur,2003,Whole Year ,watermelon,490.0,0.0
Tamil Nadu,Thiruvallur,2004,Kharif     ,mungbean,8230.0,3611.0
Tamil Nadu,Thiruvallur,2004,Kharif     ,rice,66734.0,199886.0
Tamil Nadu,Thiruvallur,2004,Rabi       ,chickpea,1.0,1.0
Tamil Nadu,Thiruvallur,2004,Whole Year ,banana,1623.0,68940.0
Tamil Nadu,Thiruvallur,2004,Whole Year ,coconut,1219.0,6800.0
Tamil Nadu,Thiruvallur,2004,Whole Year ,tapioca,124.0,5117.0
Tamil Nadu,Thiruvallur,2005,Kharif     ,cotton,8.0,9.0
Tamil Nadu,Thiruvallur,2005,Kharif     ,mungbean,8837.0,4297.0
Tamil Nadu,Thiruvallur,2005,Kharif     ,rice,96994.0,271582.0
Tamil Nadu,Thiruvallur,2005,Whole Year ,banana,2026.0,99486.0
Tamil Nadu,Thiruvallur,2005,Whole Year ,coconut,1484.0,66.0
Tamil Nadu,Thiruvallur,2005,Whole Year ,tapioca,67.0,2560.0
Tamil Nadu,Thiruvallur,2006,Kharif     ,rice,89667.0,318468.0
Tamil Nadu,Thiruvallur,2006,Whole Year ,banana,1504.0,80591.0
Tamil Nadu,Thiruvallur,2006,Whole Year ,coconut,1249.0,70.0
Tamil Nadu,Thiruvallur,2006,Whole Year ,maize,3.0,16.0
Tamil Nadu,Thiruvallur,2006,Whole Year ,mungbean,5498.0,3671.0
Tamil Nadu,Thiruvallur,2006,Whole Year ,tapioca,70.0,2825.0
Tamil Nadu,Thiruvallur,2007,Kharif     ,rice,78712.0,286007.0
Tamil Nadu,Thiruvallur,2007,Whole Year ,banana,1572.0,75048.0
Tamil Nadu,Thiruvallur,2007,Whole Year ,coconut,1120.0,84.0
Tamil Nadu,Thiruvallur,2007,Whole Year ,mungbean,4426.0,2464.0
Tamil Nadu,Thiruvallur,2007,Whole Year ,tapioca,25.0,1055.0
Tamil Nadu,Thiruvallur,2008,Kharif     ,rice,82240.0,315864.0
Tamil Nadu,Thiruvallur,2008,Whole Year ,banana,1340.0,59566.0
Tamil Nadu,Thiruvallur,2008,Whole Year ,coconut,1116.0,130000.0
Tamil Nadu,Thiruvallur,2008,Whole Year ,chickpea,1.0,1.0
Tamil Nadu,Thiruvallur,2008,Whole Year ,mungbean,3252.0,1816.0
Tamil Nadu,Thiruvallur,2008,Whole Year ,tapioca,44.0,1605.0
Tamil Nadu,Thiruvallur,2009,Kharif     ,rice,80942.0,256294.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,banana,1066.0,45834.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,coconut,1072.0,14500.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,chickpea,22.0,17.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,maize,1.0,3.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,mungbean,3011.0,1252.0
Tamil Nadu,Thiruvallur,2009,Whole Year ,tapioca,102.0,3516.0
Tamil Nadu,Thiruvallur,2010,Kharif     ,maize,2.0,8.0
Tamil Nadu,Thiruvallur,2010,Kharif     ,mungbean,8433.0,3360.0
Tamil Nadu,Thiruvallur,2010,Kharif     ,rice,83219.0,250210.0
Tamil Nadu,Thiruvallur,2010,Rabi       ,chickpea,1.0,1.0
Tamil Nadu,Thiruvallur,2011,Kharif     ,rice,79219.0,313044.0
Tamil Nadu,Thiruvallur,2011,Whole Year ,banana,1095.0,47846.0
Tamil Nadu,Thiruvallur,2011,Whole Year ,coconut,1090.0,10200000.0
Tamil Nadu,Thiruvallur,2011,Whole Year ,mungbean,9063.0,4326.0
Tamil Nadu,Thiruvallur,2011,Whole Year ,tapioca,85.0,3201.0
Tamil Nadu,Thiruvallur,2012,Kharif     ,maize,4.0,14.0
Tamil Nadu,Thiruvallur,2012,Kharif     ,mungbean,7222.0,5141.0
Tamil Nadu,Thiruvallur,2012,Kharif     ,rice,78337.0,300455.0
Tamil Nadu,Thiruvallur,2012,Rabi       ,chickpea,9.0,7.0
Tamil Nadu,Thiruvallur,2013,Kharif     ,maize,26.0,170.0
Tamil Nadu,Thiruvallur,2013,Kharif     ,mungbean,99.0,56.0
Tamil Nadu,Thiruvallur,2013,Kharif     ,rice,95827.0,451522.0
Tamil Nadu,Thiruvallur,2013,Rabi       ,maize,55.0,275.0
Tamil Nadu,Thiruvallur,2013,Rabi       ,mungbean,9708.0,11970.0
Tamil Nadu,Thiruvallur,2013,Whole Year ,banana,710.0,29489.0
Tamil Nadu,Thiruvallur,2013,Whole Year ,coconut,971.0,7500000.0
Tamil Nadu,Thiruvallur,2013,Whole Year ,chickpea,5.0,3.0
Tamil Nadu,Thiruvallur,2013,Whole Year ,tapioca,48.0,1436.0
Tamil Nadu,Thiruvarur,1997,Kharif     ,banana,342.0,8747.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,banana,408.0,19680.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,cotton,1622.0,3650.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,maize,19.0,50.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,mungbean,13265.0,2620.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,rice,168205.0,285510.0
Tamil Nadu,Thiruvarur,1997,Whole Year ,tapioca,134.0,5030.0
Tamil Nadu,Thiruvarur,1998,Kharif     ,cotton,1642.0,3759.0
Tamil Nadu,Thiruvarur,1998,Kharif     ,mungbean,17749.0,6141.0
Tamil Nadu,Thiruvarur,1998,Kharif     ,rice,179042.0,618912.0
Tamil Nadu,Thiruvarur,1998,Whole Year ,banana,564.0,16417.0
Tamil Nadu,Thiruvarur,1998,Whole Year ,tapioca,93.0,3454.0
Tamil Nadu,Thiruvarur,1999,Kharif     ,cotton,1574.0,3296.0
Tamil Nadu,Thiruvarur,1999,Kharif     ,mungbean,17556.0,6671.0
Tamil Nadu,Thiruvarur,1999,Kharif     ,rice,163289.0,470163.0
Tamil Nadu,Thiruvarur,1999,Whole Year ,banana,342.0,8747.0
Tamil Nadu,Thiruvarur,1999,Whole Year ,tapioca,145.0,5145.0
Tamil Nadu,Thiruvarur,2000,Kharif     ,cotton,2027.0,4384.0
Tamil Nadu,Thiruvarur,2000,Kharif     ,mungbean,39286.0,12022.0
Tamil Nadu,Thiruvarur,2000,Kharif     ,rice,181379.0,554654.0
Tamil Nadu,Thiruvarur,2000,Whole Year ,banana,340.0,8696.0
Tamil Nadu,Thiruvarur,2000,Whole Year ,tapioca,49.0,1739.0
Tamil Nadu,Thiruvarur,2001,Kharif     ,cotton,2732.0,5550.0
Tamil Nadu,Thiruvarur,2001,Kharif     ,mungbean,22903.0,4270.0
Tamil Nadu,Thiruvarur,2001,Kharif     ,rice,174722.0,460110.0
Tamil Nadu,Thiruvarur,2002,Kharif     ,cotton,1661.0,3243.0
Tamil Nadu,Thiruvarur,2002,Kharif     ,maize,14.0,40.0
Tamil Nadu,Thiruvarur,2002,Kharif     ,mungbean,10159.0,3327.0
Tamil Nadu,Thiruvarur,2002,Kharif     ,rice,131055.0,112183.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,banana,300.0,11086.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,coconut,4742.0,72400.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,mango,221.0,1324.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,papaya,1.0,0.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,pomegranate,1.0,0.0
Tamil Nadu,Thiruvarur,2002,Whole Year ,tapioca,24.0,758.0
Tamil Nadu,Thiruvarur,2003,Kharif     ,cotton,1785.0,5152.0
Tamil Nadu,Thiruvarur,2003,Kharif     ,maize,56.0,164.0
Tamil Nadu,Thiruvarur,2003,Kharif     ,mungbean,10391.0,3088.0
Tamil Nadu,Thiruvarur,2003,Kharif     ,rice,121437.0,169428.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,banana,328.0,11603.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,coconut,4918.0,80800.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,mango,222.0,922.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,papaya,2.0,0.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,pomegranate,1.0,0.0
Tamil Nadu,Thiruvarur,2003,Whole Year ,tapioca,136.0,4582.0
Tamil Nadu,Thiruvarur,2004,Kharif     ,cotton,3035.0,4245.0
Tamil Nadu,Thiruvarur,2004,Kharif     ,maize,9.0,27.0
Tamil Nadu,Thiruvarur,2004,Kharif     ,mungbean,27053.0,6851.0
Tamil Nadu,Thiruvarur,2004,Kharif     ,rice,148608.0,239805.0
Tamil Nadu,Thiruvarur,2004,Whole Year ,banana,346.0,14697.0
Tamil Nadu,Thiruvarur,2004,Whole Year ,coconut,4921.0,47400.0
Tamil Nadu,Thiruvarur,2004,Whole Year ,tapioca,67.0,2765.0
Tamil Nadu,Thiruvarur,2005,Kharif     ,cotton,1431.0,1207.0
Tamil Nadu,Thiruvarur,2005,Kharif     ,maize,18.0,
Tamil Nadu,Thiruvarur,2005,Kharif     ,mungbean,24214.0,3355.0
Tamil Nadu,Thiruvarur,2005,Kharif     ,rice,156098.0,243450.0
Tamil Nadu,Thiruvarur,2005,Whole Year ,banana,420.0,20624.0
Tamil Nadu,Thiruvarur,2005,Whole Year ,coconut,5371.0,559.0
Tamil Nadu,Thiruvarur,2005,Whole Year ,tapioca,140.0,5350.0
Tamil Nadu,Thiruvarur,2006,Kharif     ,rice,176900.0,586375.0
Tamil Nadu,Thiruvarur,2006,Whole Year ,banana,367.0,19665.0
Tamil Nadu,Thiruvarur,2006,Whole Year ,coconut,5377.0,1099.0
Tamil Nadu,Thiruvarur,2006,Whole Year ,cotton,564.0,814.0
Tamil Nadu,Thiruvarur,2006,Whole Year ,mungbean,30918.0,12061.0
Tamil Nadu,Thiruvarur,2006,Whole Year ,tapioca,42.0,1695.0
Tamil Nadu,Thiruvarur,2007,Kharif     ,rice,151629.0,311306.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,banana,469.0,22390.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,coconut,5374.0,1263.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,cotton,982.0,1581.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,maize,6.0,32.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,mungbean,36329.0,4910.0
Tamil Nadu,Thiruvarur,2007,Whole Year ,tapioca,207.0,8736.0
Tamil Nadu,Thiruvarur,2008,Kharif     ,rice,178040.0,206611.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,banana,402.0,17870.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,coconut,5366.0,953000.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,cotton,493.0,1054.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,maize,1.0,6.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,mungbean,30838.0,1952.0
Tamil Nadu,Thiruvarur,2008,Whole Year ,tapioca,227.0,8279.0
Tamil Nadu,Thiruvarur,2009,Kharif     ,rice,166252.0,483125.0
Tamil Nadu,Thiruvarur,2009,Whole Year ,banana,382.0,16425.0
Tamil Nadu,Thiruvarur,2009,Whole Year ,coconut,5314.0,76900.0
Tamil Nadu,Thiruvarur,2009,Whole Year ,cotton,469.0,996.0
Tamil Nadu,Thiruvarur,2009,Whole Year ,mungbean,34789.0,9959.0
Tamil Nadu,Thiruvarur,2009,Whole Year ,tapioca,212.0,7307.0
Tamil Nadu,Thiruvarur,2010,Kharif     ,cotton,880.0,2495.0
Tamil Nadu,Thiruvarur,2010,Kharif     ,mungbean,37662.0,8960.0
Tamil Nadu,Thiruvarur,2010,Kharif     ,rice,160237.0,285589.0
Tamil Nadu,Thiruvarur,2011,Kharif     ,rice,186307.0,789997.0
Tamil Nadu,Thiruvarur,2011,Rabi       ,cotton,1254.0,4615.0
Tamil Nadu,Thiruvarur,2011,Rabi       ,maize,3.0,20.0
Tamil Nadu,Thiruvarur,2011,Whole Year ,banana,422.0,18439.0
Tamil Nadu,Thiruvarur,2011,Whole Year ,coconut,4916.0,106300000.0
Tamil Nadu,Thiruvarur,2011,Whole Year ,mungbean,35761.0,11460.0
Tamil Nadu,Thiruvarur,2011,Whole Year ,tapioca,125.0,4708.0
Tamil Nadu,Thiruvarur,2012,Kharif     ,cotton,1320.0,2417.0
Tamil Nadu,Thiruvarur,2012,Kharif     ,mungbean,11621.0,5340.0
Tamil Nadu,Thiruvarur,2012,Kharif     ,rice,158904.0,192843.0
Tamil Nadu,Thiruvarur,2013,Kharif     ,rice,174366.0,820538.0
Tamil Nadu,Thiruvarur,2013,Rabi       ,cotton,3676.0,9189.0
Tamil Nadu,Thiruvarur,2013,Rabi       ,maize,1.0,5.0
Tamil Nadu,Thiruvarur,2013,Rabi       ,mungbean,52575.0,56184.0
Tamil Nadu,Thiruvarur,2013,Whole Year ,banana,359.0,14911.0
Tamil Nadu,Thiruvarur,2013,Whole Year ,coconut,4787.0,68500000.0
Tamil Nadu,Thiruvarur,2013,Whole Year ,tapioca,152.0,4548.0
Tamil Nadu,Tiruchirappalli,1997,Kharif     ,banana,11005.0,392293.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,banana,8909.0,564660.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,cotton,10825.0,22580.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,chickpea,77.0,50.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,maize,6.0,10.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,mungbean,598.0,210.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,rice,67730.0,223530.0
Tamil Nadu,Tiruchirappalli,1997,Whole Year ,tapioca,5257.0,225530.0
Tamil Nadu,Tiruchirappalli,1998,Kharif     ,cotton,7328.0,13047.0
Tamil Nadu,Tiruchirappalli,1998,Kharif     ,maize,34.0,40.0
Tamil Nadu,Tiruchirappalli,1998,Kharif     ,mungbean,3618.0,1726.0
Tamil Nadu,Tiruchirappalli,1998,Kharif     ,rice,70659.0,244008.0
Tamil Nadu,Tiruchirappalli,1998,Rabi       ,chickpea,38.0,27.0
Tamil Nadu,Tiruchirappalli,1998,Whole Year ,banana,13372.0,847531.0
Tamil Nadu,Tiruchirappalli,1998,Whole Year ,tapioca,5482.0,235183.0
Tamil Nadu,Tiruchirappalli,1999,Kharif     ,cotton,5698.0,9562.0
Tamil Nadu,Tiruchirappalli,1999,Kharif     ,maize,333.0,399.0
Tamil Nadu,Tiruchirappalli,1999,Kharif     ,mungbean,3268.0,1775.0
Tamil Nadu,Tiruchirappalli,1999,Kharif     ,rice,75636.0,309928.0
Tamil Nadu,Tiruchirappalli,1999,Rabi       ,chickpea,135.0,85.0
Tamil Nadu,Tiruchirappalli,1999,Whole Year ,banana,11005.0,392293.0
Tamil Nadu,Tiruchirappalli,1999,Whole Year ,tapioca,4155.0,176513.0
Tamil Nadu,Tiruchirappalli,2000,Kharif     ,cotton,7083.0,12300.0
Tamil Nadu,Tiruchirappalli,2000,Kharif     ,maize,1265.0,1516.0
Tamil Nadu,Tiruchirappalli,2000,Kharif     ,mungbean,3553.0,1659.0
Tamil Nadu,Tiruchirappalli,2000,Kharif     ,rice,69697.0,302523.0
Tamil Nadu,Tiruchirappalli,2000,Rabi       ,chickpea,68.0,43.0
Tamil Nadu,Tiruchirappalli,2000,Whole Year ,banana,9348.0,333226.0
Tamil Nadu,Tiruchirappalli,2000,Whole Year ,tapioca,6243.0,265215.0
Tamil Nadu,Tiruchirappalli,2001,Kharif     ,cotton,9508.0,10880.0
Tamil Nadu,Tiruchirappalli,2001,Kharif     ,mungbean,694.0,290.0
Tamil Nadu,Tiruchirappalli,2001,Kharif     ,rice,72317.0,296510.0
Tamil Nadu,Tiruchirappalli,2002,Kharif     ,cotton,1558.0,2581.0
Tamil Nadu,Tiruchirappalli,2002,Kharif     ,maize,3551.0,4916.0
Tamil Nadu,Tiruchirappalli,2002,Kharif     ,mungbean,543.0,231.0
Tamil Nadu,Tiruchirappalli,2002,Kharif     ,rice,51746.0,154947.0
Tamil Nadu,Tiruchirappalli,2002,Rabi       ,chickpea,38.0,23.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,banana,9020.0,384166.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,coconut,5991.0,84200.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,grapes,9.0,131.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,mango,2129.0,3294.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,orange,3.0,4.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,papaya,4.0,0.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,pomegranate,13.0,0.0
Tamil Nadu,Tiruchirappalli,2002,Whole Year ,tapioca,5510.0,261040.0
Tamil Nadu,Tiruchirappalli,2003,Kharif     ,cotton,2767.0,3580.0
Tamil Nadu,Tiruchirappalli,2003,Kharif     ,maize,6369.0,8458.0
Tamil Nadu,Tiruchirappalli,2003,Kharif     ,mungbean,451.0,191.0
Tamil Nadu,Tiruchirappalli,2003,Kharif     ,rice,42928.0,126078.0
Tamil Nadu,Tiruchirappalli,2003,Rabi       ,chickpea,133.0,79.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,banana,7521.0,346490.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,coconut,5927.0,47300.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,grapes,6.0,145.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,mango,2191.0,5204.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,orange,21.0,41.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,papaya,2.0,0.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,pomegranate,10.0,0.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,tapioca,5418.0,227965.0
Tamil Nadu,Tiruchirappalli,2003,Whole Year ,watermelon,2.0,0.0
Tamil Nadu,Tiruchirappalli,2004,Kharif     ,cotton,2715.0,3812.0
Tamil Nadu,Tiruchirappalli,2004,Kharif     ,maize,6441.0,8424.0
Tamil Nadu,Tiruchirappalli,2004,Kharif     ,mungbean,630.0,251.0
Tamil Nadu,Tiruchirappalli,2004,Kharif     ,rice,62178.0,205397.0
Tamil Nadu,Tiruchirappalli,2004,Rabi       ,chickpea,41.0,24.0
Tamil Nadu,Tiruchirappalli,2004,Whole Year ,banana,8520.0,417825.0
Tamil Nadu,Tiruchirappalli,2004,Whole Year ,coconut,6231.0,51600.0
Tamil Nadu,Tiruchirappalli,2004,Whole Year ,tapioca,6013.0,286721.0
Tamil Nadu,Tiruchirappalli,2005,Kharif     ,cotton,3299.0,4847.0
Tamil Nadu,Tiruchirappalli,2005,Kharif     ,maize,9819.0,
Tamil Nadu,Tiruchirappalli,2005,Kharif     ,mungbean,389.0,131.0
Tamil Nadu,Tiruchirappalli,2005,Kharif     ,rice,79576.0,236740.0
Tamil Nadu,Tiruchirappalli,2005,Rabi       ,chickpea,55.0,33.0
Tamil Nadu,Tiruchirappalli,2005,Whole Year ,banana,8871.0,404377.0
Tamil Nadu,Tiruchirappalli,2005,Whole Year ,coconut,6428.0,656.0
Tamil Nadu,Tiruchirappalli,2005,Whole Year ,tapioca,5771.0,231603.0
Tamil Nadu,Tiruchirappalli,2006,Kharif     ,rice,71722.0,282444.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,banana,8790.0,437633.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,coconut,6475.0,1102.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,cotton,5508.0,13742.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,chickpea,43.0,26.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,maize,7476.0,30669.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,mungbean,443.0,440.0
Tamil Nadu,Tiruchirappalli,2006,Whole Year ,tapioca,6544.0,314401.0
Tamil Nadu,Tiruchirappalli,2007,Kharif     ,rice,61289.0,227332.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,banana,9191.0,394532.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,coconut,6374.0,908.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,cotton,6677.0,16364.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,chickpea,49.0,29.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,maize,7765.0,20430.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,mungbean,455.0,193.0
Tamil Nadu,Tiruchirappalli,2007,Whole Year ,tapioca,7493.0,394577.0
Tamil Nadu,Tiruchirappalli,2008,Kharif     ,rice,72530.0,262384.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,banana,8465.0,308928.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,coconut,6703.0,1651000.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,cotton,10976.0,5338.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,chickpea,65.0,39.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,maize,7309.0,11443.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,mungbean,338.0,76.0
Tamil Nadu,Tiruchirappalli,2008,Whole Year ,tapioca,5340.0,311576.0
Tamil Nadu,Tiruchirappalli,2009,Kharif     ,rice,64296.0,266272.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,banana,8534.0,371673.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,coconut,6490.0,148000.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,cotton,9319.0,32202.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,chickpea,46.0,28.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,maize,7318.0,45836.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,mungbean,464.0,160.0
Tamil Nadu,Tiruchirappalli,2009,Whole Year ,tapioca,5232.0,285835.0
Tamil Nadu,Tiruchirappalli,2010,Kharif     ,cotton,14479.0,28519.0
Tamil Nadu,Tiruchirappalli,2010,Kharif     ,maize,4751.0,23544.0
Tamil Nadu,Tiruchirappalli,2010,Kharif     ,mungbean,360.0,157.0
Tamil Nadu,Tiruchirappalli,2010,Kharif     ,rice,67165.0,268136.0
Tamil Nadu,Tiruchirappalli,2010,Rabi       ,chickpea,44.0,26.0
Tamil Nadu,Tiruchirappalli,2011,Kharif     ,cotton,14056.0,36772.0
Tamil Nadu,Tiruchirappalli,2011,Kharif     ,maize,5391.0,28287.0
Tamil Nadu,Tiruchirappalli,2011,Kharif     ,rice,63939.0,302478.0
Tamil Nadu,Tiruchirappalli,2011,Rabi       ,cotton,317.0,872.0
Tamil Nadu,Tiruchirappalli,2011,Rabi       ,maize,445.0,2959.0
Tamil Nadu,Tiruchirappalli,2011,Whole Year ,banana,8767.0,483495.0
Tamil Nadu,Tiruchirappalli,2011,Whole Year ,coconut,6648.0,79600000.0
Tamil Nadu,Tiruchirappalli,2011,Whole Year ,chickpea,24.0,15.0
